user_id,R,F,M,Cluster,Segment,Strategy
GH-14410,189,10,300.526,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
GH-14425,62,7,882.33,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
GH-14485,487,3,1361.2440000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GK-14620,94,1,9.856,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GM-14440,124,2,918.444,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GM-14455,187,5,1994.19,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GM-14500,433,3,54.652,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GM-14680,462,9,2354.132,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
GM-14695,247,6,5574.272,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
GP-14740,1287,1,44.91,3,低价值或流失客户,"维持基本服务, 减少营销投入"
GT-14635,245,6,9351.212,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
GT-14710,548,7,1169.454,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
GT-14755,645,2,16.92,3,低价值或流失客户,"维持基本服务, 减少营销投入"
GW-14605,303,3,1145.037,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GZ-14470,190,4,617.79,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
GZ-14545,67,1,14.7,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HA-14905,64,5,835.482,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HA-14920,33,9,1827.8259999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
HD-14785,889,5,174.3,3,低价值或流失客户,"维持基本服务, 减少营销投入"
HE-14800,127,5,469.65999999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HF-14995,91,10,1408.801,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
HG-14845,93,5,382.54799999999994,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HG-14965,153,4,2170.758,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HG-15025,6,3,171.784,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HK-14890,281,3,581.614,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HL-15040,277,3,73.018,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HM-14860,248,8,1080.242,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
HM-14980,38,5,592.0799999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HP-14815,1005,2,325.39599999999996,3,低价值或流失客户,"维持基本服务, 减少营销投入"
HR-14770,161,4,928.78,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
HW-14935,247,3,849.846,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
IG-15085,829,1,370.14,3,低价值或流失客户,"维持基本服务, 减少营销投入"
IL-15100,65,13,4925.599999999999,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
IM-15070,549,12,2322.8140000000003,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JA-15970,156,10,1298.62,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JB-15400,92,6,756.188,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JB-15925,730,2,272.628,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JB-16000,94,4,85.386,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JB-16045,487,5,1178.685,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JC-15340,156,2,57.495,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JC-15385,127,4,1058.108,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JC-15775,342,1,42.93,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JC-16105,276,2,213.37400000000002,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JD-15790,247,6,1924.392,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JD-15895,461,7,2931.616,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JD-16015,35,6,274.59,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JD-16060,223,4,375.71,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JE-15610,1,10,3703.152,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JE-15715,492,10,2579.313,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JE-15745,92,4,461.55,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JE-16165,61,5,2672.57,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JF-15190,96,12,1710.738,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JF-15295,373,3,250.416,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JF-15355,254,4,118.17,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JF-15415,33,7,2083.988,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JF-15490,883,5,569.196,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JF-15565,184,12,3470.786,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JG-15115,1005,5,312.322,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JG-15160,579,5,1426.024,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JG-15310,649,2,606.2139999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JG-15805,1251,3,209.168,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JH-15820,96,2,236.42,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JH-15910,7,3,90.738,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JH-15985,334,10,2602.212,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JH-16180,587,3,1215.53,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JJ-15445,643,2,61.604,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JJ-15760,852,3,195.0,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JK-15205,701,2,36.364,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JK-15370,157,7,1280.8319999999999,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JK-15625,887,3,756.3999999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JK-15640,280,5,4261.5,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JK-15730,155,6,1858.03,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JK-16090,303,5,2854.578,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JK-16120,37,12,1169.3839999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JL-15130,38,4,78.64,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JL-15175,245,3,153.184,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JL-15235,306,5,641.728,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JL-15505,31,13,3037.218,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JL-15835,91,12,2340.804,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JL-15850,922,3,1643.0439999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JM-15250,345,7,954.902,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JM-15265,395,2,1045.21,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JM-15535,3,1,8.36,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JM-15580,372,3,154.772,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JM-15655,365,4,424.021,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JM-15865,3,4,511.764,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JM-16195,4,8,919.2620000000001,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JO-15145,276,6,1778.2380000000003,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JO-15280,1035,1,1038.84,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JO-15550,822,1,2.48,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JP-15460,1036,3,235.97,3,低价值或流失客户,"维持基本服务, 减少营销投入"
JP-15520,122,12,3573.434,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JP-16135,7,7,1146.472,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
JR-16210,434,3,130.73399999999998,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JS-15595,306,6,619.75,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JS-15880,375,3,1538.1499999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JS-15940,585,3,153.728,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JS-16030,303,2,303.372,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JW-15220,305,1,10.16,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JW-15955,157,2,116.47999999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
JW-16075,463,3,141.792,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KA-16525,732,3,208.78,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KB-16240,35,5,1802.894,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KB-16315,100,6,637.4839999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KB-16405,247,6,753.661,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KB-16585,9,13,894.47,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KB-16600,91,5,133.596,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KC-16255,674,3,181.63400000000001,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KC-16540,398,3,3802.91,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KC-16675,276,2,446.99600000000004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KD-16270,615,16,8282.358,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
KD-16345,1402,2,72.69,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KD-16495,94,16,7279.562,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
KD-16615,312,1,107.648,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KE-16420,244,6,439.64,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KF-16285,33,10,9536.564,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
KH-16330,1317,3,118.44799999999998,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KH-16360,283,2,33.172000000000004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KH-16510,122,10,4055.487,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KH-16630,33,10,1335.554,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KH-16690,370,2,108.72,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KL-16555,245,6,2252.156,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KL-16645,99,10,1629.881,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KM-16225,91,14,1840.7240000000002,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KM-16375,245,4,310.64,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KM-16660,703,4,148.952,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KM-16720,303,5,1317.858,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KN-16390,30,10,1518.104,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KN-16450,123,6,2162.875,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KN-16705,36,3,51.519999999999996,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KS-16300,70,2,61.876,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
KT-16465,609,4,1271.566,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KT-16480,429,6,4240.492,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
KW-16435,913,1,2.772,3,低价值或流失客户,"维持基本服务, 减少营销投入"
KW-16570,887,2,241.34,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LA-16780,467,8,2118.786,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LB-16735,1,1,26.72,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LB-16795,98,16,3517.472,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LC-16870,275,17,1082.7659999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LC-16885,6,2,27.42,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LC-16930,64,8,523.904,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LC-16960,1065,1,2676.672,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LC-17050,94,8,1804.3980000000001,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LC-17140,94,10,478.65999999999997,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LD-17005,396,2,315.564,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LE-16810,91,2,474.66799999999995,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LF-17185,122,7,1219.133,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LH-16750,338,1,271.96,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LH-16900,91,7,982.0,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LH-17020,221,6,318.239,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LH-17155,426,12,1321.395,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LL-16840,980,2,16.64,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LM-17065,552,2,53.868,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LO-17170,916,3,222.95,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LP-17080,37,6,625.678,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LP-17095,217,8,615.532,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LR-16915,244,13,4702.748,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
LR-17035,886,6,938.2490000000001,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LS-16945,11,6,406.17400000000004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LS-16975,1,9,610.844,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LS-17230,1290,1,19.44,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LT-16765,244,3,329.876,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LT-17110,730,7,1991.9569999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
LW-16825,277,3,601.7439999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LW-16990,100,8,2498.03,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
LW-17125,128,5,1259.04,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
LW-17215,38,10,5124.192,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
MA-17560,791,15,2892.207,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MA-17995,519,4,1799.466,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MB-17305,1,9,961.244,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MB-18085,190,8,1397.0169999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MC-17275,886,6,1812.894,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MC-17575,157,9,1260.0330000000001,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MC-17590,92,3,204.03,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MC-17605,94,4,1106.25,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MC-17635,1371,1,25.92,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MC-17845,61,8,2971.77,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MC-18100,306,3,151.98000000000002,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MC-18130,374,3,46.44,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MD-17350,70,14,2610.992,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MD-17860,1399,3,114.78399999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
ME-17320,6,15,8866.712,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
ME-17725,303,4,810.466,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MF-17665,467,3,262.714,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MF-18250,731,5,458.36400000000003,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MG-17650,2,10,3222.0099999999998,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MG-17680,128,2,1515.186,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MG-17695,858,2,145.504,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MG-17875,217,2,354.664,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MG-17890,162,2,66.07,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MG-18145,155,6,2079.67,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MG-18205,69,2,16.739,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MH-17290,39,4,987.1880000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MH-17440,497,2,258.748,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MH-17455,426,4,1540.2520000000002,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MH-17620,643,2,75.42,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MH-17785,435,1,104.696,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MH-18025,31,2,152.802,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MH-18115,70,4,91.726,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MJ-17740,39,9,1255.096,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MK-17905,303,1,47.96,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MK-18160,251,9,778.9900000000001,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
ML-17395,101,6,1234.21,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ML-17410,184,2,175.324,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ML-17755,31,9,1320.29,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
ML-18040,2,3,681.242,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MM-17260,40,1,147.568,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MM-17920,247,6,3327.084,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MM-18055,125,5,1256.809,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MM-18280,67,2,55.120000000000005,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MN-17935,71,3,609.456,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MO-17500,551,3,813.9639999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MO-17800,97,4,305.513,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MO-17950,280,4,154.288,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MP-17470,406,8,1750.956,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MP-17965,158,3,302.876,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MP-18175,71,6,344.16700000000003,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MR-17545,127,3,190.35999999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MS-17365,342,15,3098.204,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MS-17530,1066,2,337.29999999999995,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MS-17710,366,5,127.452,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MS-17770,427,4,603.7280000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MS-17830,611,4,359.836,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MS-17980,244,8,721.984,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MT-17815,31,4,52.721,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MT-18070,67,6,975.545,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MV-17485,193,3,565.722,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MV-18190,30,5,999.1080000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MW-18220,949,2,73.776,3,低价值或流失客户,"维持基本服务, 减少营销投入"
MY-17380,312,3,687.0840000000001,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MY-18295,251,7,946.9720000000001,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
MZ-17335,458,4,547.946,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
MZ-17515,401,8,2203.0460000000003,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NB-18655,30,4,605.004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NC-18340,982,7,1316.918,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NC-18415,827,3,64.03200000000001,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NC-18535,62,5,5741.405,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
NC-18625,97,5,991.472,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ND-18370,275,4,727.028,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
ND-18460,67,4,1669.08,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NF-18385,2,4,2181.474,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NF-18475,1432,1,4.71,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NF-18595,156,8,389.33599999999996,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NG-18355,1,1,370.782,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NG-18430,1,5,1278.944,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NH-18610,130,2,580.8599999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NK-18490,2,2,102.83,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NL-18310,304,6,1158.882,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NM-18445,1226,8,5321.484,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
NM-18520,529,7,1885.814,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NP-18325,214,13,3817.888,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NP-18670,2,6,2353.94,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NP-18685,913,3,1115.008,3,低价值或流失客户,"维持基本服务, 减少营销投入"
NP-18700,369,7,7174.7185,2,高价值核心用户,"提供VIP服务, 新品优先体验, 定制化关怀"
NR-18550,281,10,1747.377,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NS-18505,336,4,413.784,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
NS-18640,96,17,2049.879,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NW-18400,35,8,3598.987,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
NZ-18565,185,11,1452.376,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
ON-18715,404,9,753.08,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
OT-18730,432,3,1388.7800000000002,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PA-19060,1043,2,112.03999999999999,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PB-18805,214,5,497.04400000000004,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PB-19105,276,1,40.776,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PB-19150,1096,1,23.472,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PB-19210,405,1,69.93,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PC-18745,427,2,225.82799999999997,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PC-19000,1069,3,1061.488,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PF-19120,891,5,887.74,3,低价值或流失客户,"维持基本服务, 减少营销投入"
PF-19165,457,1,479.97,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PF-19225,156,8,2058.946,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PG-18820,31,9,1042.7259999999999,1,潜力增长用户,"发放优惠券, 推荐相关产品, 激励其提高消费频率"
PG-18895,276,6,753.4799999999999,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
PJ-18835,276,3,50.0,0,需要唤醒的客户,"通过邮件/短信进行召回, 提供限时优惠"
